rows,cols,beta,edge
S436,profiled_ERR011226,63.8832377038764,S436-profiled_ERR011226
S470,profiled_ERR011226,64.2631140724471,S470-profiled_ERR011226
S479,profiled_ERR011226,64.777312909667,S479-profiled_ERR011226
S485,profiled_ERR011226,64.9182211604149,S485-profiled_ERR011226
S517,profiled_ERR011226,62.281979876223,S517-profiled_ERR011226
S53,profiled_ERR011226,59.6710771866775,S53-profiled_ERR011226
S552,profiled_ERR011226,64.6145373230268,S552-profiled_ERR011226
S584,profiled_ERR011226,63.2008596948846,S584-profiled_ERR011226
S598,profiled_ERR011226,64.8857507393944,S598-profiled_ERR011226
S60,profiled_ERR011226,58.6560251360982,S60-profiled_ERR011226
S617,profiled_ERR011226,61.1746759726175,S617-profiled_ERR011226
S628,profiled_ERR011226,61.840214735868,S628-profiled_ERR011226
S643,profiled_ERR011226,59.4324083721353,S643-profiled_ERR011226
profiled_ERR011265,profiled_ERR011226,55.5367735713174,profiled_ERR011265-profiled_ERR011226
profiled_ERR011263,profiled_ERR011226,61.6904111113293,profiled_ERR011263-profiled_ERR011226
profiled_ERR011261,profiled_ERR011226,59.1787269698179,profiled_ERR011261-profiled_ERR011226
profiled_ERR011255,profiled_ERR011226,63.8784154793692,profiled_ERR011255-profiled_ERR011226
profiled_ERR011253,profiled_ERR011226,59.257966072085,profiled_ERR011253-profiled_ERR011226
profiled_ERR011251,profiled_ERR011226,62.3520788026318,profiled_ERR011251-profiled_ERR011226
profiled_ERR011239,profiled_ERR011226,63.3882513699906,profiled_ERR011239-profiled_ERR011226
profiled_ERR011236,profiled_ERR011226,62.9295386669203,profiled_ERR011236-profiled_ERR011226
profiled_ERR011230,profiled_ERR011226,64.1774311177265,profiled_ERR011230-profiled_ERR011226
S127,profiled_ERR011224,57.2940986437684,S127-profiled_ERR011224
S227,profiled_ERR011224,62.3312749438988,S227-profiled_ERR011224
S479,profiled_ERR011224,64.3177724397042,S479-profiled_ERR011224
profiled_ERR011265,profiled_ERR011224,64.5296335127827,profiled_ERR011265-profiled_ERR011224
profiled_ERR011263,profiled_ERR011224,62.3333952270252,profiled_ERR011263-profiled_ERR011224
profiled_ERR011261,profiled_ERR011224,60.7383273783572,profiled_ERR011261-profiled_ERR011224
profiled_ERR011255,profiled_ERR011224,60.5377600983261,profiled_ERR011255-profiled_ERR011224
profiled_ERR011253,profiled_ERR011224,63.730181694004,profiled_ERR011253-profiled_ERR011224
profiled_ERR011239,profiled_ERR011224,64.7243739152892,profiled_ERR011239-profiled_ERR011224
profiled_ERR011226,profiled_ERR011224,63.7542773948067,profiled_ERR011226-profiled_ERR011224
S127,profiled_ERR011218,63.5512200181349,S127-profiled_ERR011218
S194,profiled_ERR011218,63.9983717147246,S194-profiled_ERR011218
S446,profiled_ERR011218,63.4724221391236,S446-profiled_ERR011218
profiled_ERR011263,profiled_ERR011218,64.3816525508285,profiled_ERR011263-profiled_ERR011218
profiled_ERR011261,profiled_ERR011218,62.8562964797918,profiled_ERR011261-profiled_ERR011218
profiled_ERR011253,profiled_ERR011218,63.1186217962031,profiled_ERR011253-profiled_ERR011218
profiled_ERR011236,profiled_ERR011218,62.4121378954667,profiled_ERR011236-profiled_ERR011218
SID530055,profiled_ERR011216,62.2588305953656,SID530055-profiled_ERR011216
SID532779,profiled_ERR011216,64.1287282471846,SID532779-profiled_ERR011216
SID532802,profiled_ERR011216,58.1334761056569,SID532802-profiled_ERR011216
S118,profiled_ERR011216,57.8807893524382,S118-profiled_ERR011216
S121,profiled_ERR011216,61.9388842702134,S121-profiled_ERR011216
S127,profiled_ERR011216,56.6499784749353,S127-profiled_ERR011216
S137,profiled_ERR011216,62.0219115076264,S137-profiled_ERR011216
S187,profiled_ERR011216,64.6830386275826,S187-profiled_ERR011216
S194,profiled_ERR011216,59.9644529102921,S194-profiled_ERR011216
S224,profiled_ERR011216,63.6700005773675,S224-profiled_ERR011216
S227,profiled_ERR011216,61.2314069388696,S227-profiled_ERR011216
S264,profiled_ERR011216,61.0906683455278,S264-profiled_ERR011216
S286,profiled_ERR011216,64.024656945433,S286-profiled_ERR011216
S342,profiled_ERR011216,62.4016523746998,S342-profiled_ERR011216
S470,profiled_ERR011216,63.5239762150248,S470-profiled_ERR011216
S485,profiled_ERR011216,61.2507453534174,S485-profiled_ERR011216
S517,profiled_ERR011216,62.7656368020204,S517-profiled_ERR011216
S53,profiled_ERR011216,60.9613186154479,S53-profiled_ERR011216
S598,profiled_ERR011216,60.3172506262619,S598-profiled_ERR011216
S60,profiled_ERR011216,60.6317106897801,S60-profiled_ERR011216
S617,profiled_ERR011216,60.4295273377829,S617-profiled_ERR011216
S643,profiled_ERR011216,59.7348121120927,S643-profiled_ERR011216
S77,profiled_ERR011216,64.7563881697078,S77-profiled_ERR011216
S88,profiled_ERR011216,64.5817660394808,S88-profiled_ERR011216
profiled_ERR011265,profiled_ERR011216,56.7270746482736,profiled_ERR011265-profiled_ERR011216
profiled_ERR011263,profiled_ERR011216,55.6337894694557,profiled_ERR011263-profiled_ERR011216
profiled_ERR011261,profiled_ERR011216,59.8261161932654,profiled_ERR011261-profiled_ERR011216
profiled_ERR011255,profiled_ERR011216,62.4124158631519,profiled_ERR011255-profiled_ERR011216
profiled_ERR011253,profiled_ERR011216,61.8088743600115,profiled_ERR011253-profiled_ERR011216
profiled_ERR011251,profiled_ERR011216,60.7028492145577,profiled_ERR011251-profiled_ERR011216
profiled_ERR011249,profiled_ERR011216,60.9161170613969,profiled_ERR011249-profiled_ERR011216
profiled_ERR011239,profiled_ERR011216,64.3040518419423,profiled_ERR011239-profiled_ERR011216
profiled_ERR011236,profiled_ERR011216,55.5771055200755,profiled_ERR011236-profiled_ERR011216
profiled_ERR011230,profiled_ERR011216,64.0170690139875,profiled_ERR011230-profiled_ERR011216
profiled_ERR011226,profiled_ERR011216,59.1825092579571,profiled_ERR011226-profiled_ERR011216
profiled_ERR011224,profiled_ERR011216,64.4403525775511,profiled_ERR011224-profiled_ERR011216
profiled_ERR011218,profiled_ERR011216,64.9342006424484,profiled_ERR011218-profiled_ERR011216
SID532779,profiled_ERR011214,60.4205728590559,SID532779-profiled_ERR011214
S118,profiled_ERR011214,64.5189269363229,S118-profiled_ERR011214
S127,profiled_ERR011214,58.9998876840927,S127-profiled_ERR011214
S193,profiled_ERR011214,63.2506915030472,S193-profiled_ERR011214
S224,profiled_ERR011214,61.9409793168483,S224-profiled_ERR011214
S227,profiled_ERR011214,57.6541024395814,S227-profiled_ERR011214
S286,profiled_ERR011214,64.4870850499588,S286-profiled_ERR011214
S436,profiled_ERR011214,59.0905313290261,S436-profiled_ERR011214
S470,profiled_ERR011214,63.9509280698471,S470-profiled_ERR011214
S584,profiled_ERR011214,64.6088859372886,S584-profiled_ERR011214
S60,profiled_ERR011214,61.4372778856732,S60-profiled_ERR011214
S617,profiled_ERR011214,60.1847581510661,S617-profiled_ERR011214
S628,profiled_ERR011214,61.9735405293447,S628-profiled_ERR011214
profiled_ERR011265,profiled_ERR011214,59.3771669255349,profiled_ERR011265-profiled_ERR011214
profiled_ERR011263,profiled_ERR011214,59.5930885422658,profiled_ERR011263-profiled_ERR011214
profiled_ERR011261,profiled_ERR011214,63.022087394296,profiled_ERR011261-profiled_ERR011214
profiled_ERR011251,profiled_ERR011214,64.7181735924983,profiled_ERR011251-profiled_ERR011214
profiled_ERR011239,profiled_ERR011214,61.7715039487447,profiled_ERR011239-profiled_ERR011214
profiled_ERR011236,profiled_ERR011214,61.2932350644578,profiled_ERR011236-profiled_ERR011214
profiled_ERR011230,profiled_ERR011214,64.4437607049777,profiled_ERR011230-profiled_ERR011214
profiled_ERR011226,profiled_ERR011214,63.2945758043888,profiled_ERR011226-profiled_ERR011214
profiled_ERR011216,profiled_ERR011214,63.1664106662245,profiled_ERR011216-profiled_ERR011214
SID532779,profiled_ERR011212,62.4975473800029,SID532779-profiled_ERR011212
SID532802,profiled_ERR011212,64.4997959070497,SID532802-profiled_ERR011212
S118,profiled_ERR011212,64.6494607044544,S118-profiled_ERR011212
S127,profiled_ERR011212,61.1772581397991,S127-profiled_ERR011212
S137,profiled_ERR011212,64.3195938389986,S137-profiled_ERR011212
S227,profiled_ERR011212,63.6195605488227,S227-profiled_ERR011212
S264,profiled_ERR011212,64.1667641895158,S264-profiled_ERR011212
S470,profiled_ERR011212,62.8462187656268,S470-profiled_ERR011212
S475,profiled_ERR011212,63.6003774700164,S475-profiled_ERR011212
S517,profiled_ERR011212,64.7910892613784,S517-profiled_ERR011212
S598,profiled_ERR011212,63.5460006876472,S598-profiled_ERR011212
profiled_ERR011265,profiled_ERR011212,59.4682007421043,profiled_ERR011265-profiled_ERR011212
profiled_ERR011263,profiled_ERR011212,62.8061767532475,profiled_ERR011263-profiled_ERR011212
profiled_ERR011261,profiled_ERR011212,59.6462389729432,profiled_ERR011261-profiled_ERR011212
profiled_ERR011255,profiled_ERR011212,63.8317000129049,profiled_ERR011255-profiled_ERR011212
profiled_ERR011226,profiled_ERR011212,59.2321448666656,profiled_ERR011226-profiled_ERR011212
profiled_ERR011216,profiled_ERR011212,64.1021988162772,profiled_ERR011216-profiled_ERR011212
profiled_ERR011263,profiled_ERR011208,64.8119309685757,profiled_ERR011263-profiled_ERR011208
profiled_ERR011261,profiled_ERR011208,60.7928187958019,profiled_ERR011261-profiled_ERR011208
profiled_ERR011255,profiled_ERR011208,60.4637097120082,profiled_ERR011255-profiled_ERR011208
profiled_ERR011253,profiled_ERR011208,63.1484284846522,profiled_ERR011253-profiled_ERR011208
profiled_ERR011251,profiled_ERR011208,62.3710586639373,profiled_ERR011251-profiled_ERR011208
profiled_ERR011239,profiled_ERR011208,63.2074691927906,profiled_ERR011239-profiled_ERR011208
profiled_ERR011236,profiled_ERR011208,59.9262113076105,profiled_ERR011236-profiled_ERR011208
profiled_ERR011226,profiled_ERR011208,64.742566670712,profiled_ERR011226-profiled_ERR011208
profiled_ERR011216,profiled_ERR011208,63.3137257442672,profiled_ERR011216-profiled_ERR011208
S479,profiled_ERR011204,63.6736632458469,S479-profiled_ERR011204
profiled_ERR011255,profiled_ERR011204,62.2478282026663,profiled_ERR011255-profiled_ERR011204
profiled_ERR011224,profiled_ERR011204,62.8042139413613,profiled_ERR011224-profiled_ERR011204
S127,profiled_ERR011202,61.4491984869207,S127-profiled_ERR011202
S227,profiled_ERR011202,61.3766117862009,S227-profiled_ERR011202
profiled_ERR011265,profiled_ERR011202,64.3158620556079,profiled_ERR011265-profiled_ERR011202
profiled_ERR011263,profiled_ERR011202,62.5507442015114,profiled_ERR011263-profiled_ERR011202
profiled_ERR011249,profiled_ERR011202,64.8663936171345,profiled_ERR011249-profiled_ERR011202
profiled_ERR011224,profiled_ERR011202,64.32079335517,profiled_ERR011224-profiled_ERR011202
SID31219,profiled_ERR011200,60.1875383081193,SID31219-profiled_ERR011200
SID532779,profiled_ERR011200,64.4387058432472,SID532779-profiled_ERR011200
S118,profiled_ERR011200,60.1318247084281,S118-profiled_ERR011200
S127,profiled_ERR011200,58.6097177537896,S127-profiled_ERR011200
S193,profiled_ERR011200,61.1482024040174,S193-profiled_ERR011200
S227,profiled_ERR011200,59.5978942147274,S227-profiled_ERR011200
S342,profiled_ERR011200,61.9418153564104,S342-profiled_ERR011200
S446,profiled_ERR011200,64.7618733377415,S446-profiled_ERR011200
S598,profiled_ERR011200,62.2307411565406,S598-profiled_ERR011200
S617,profiled_ERR011200,61.7226798025061,S617-profiled_ERR011200
S628,profiled_ERR011200,64.719490012923,S628-profiled_ERR011200
S643,profiled_ERR011200,62.4006404065578,S643-profiled_ERR011200
S77,profiled_ERR011200,64.6220300744608,S77-profiled_ERR011200
profiled_ERR011263,profiled_ERR011200,63.8268787620303,profiled_ERR011263-profiled_ERR011200
profiled_ERR011261,profiled_ERR011200,58.5457505309455,profiled_ERR011261-profiled_ERR011200
profiled_ERR011255,profiled_ERR011200,62.3819225687115,profiled_ERR011255-profiled_ERR011200
profiled_ERR011253,profiled_ERR011200,59.2994285400339,profiled_ERR011253-profiled_ERR011200
profiled_ERR011230,profiled_ERR011200,64.3468498028672,profiled_ERR011230-profiled_ERR011200
profiled_ERR011226,profiled_ERR011200,57.3750834042209,profiled_ERR011226-profiled_ERR011200
profiled_ERR011224,profiled_ERR011200,63.9881054107912,profiled_ERR011224-profiled_ERR011200
profiled_ERR011216,profiled_ERR011200,64.9023423671199,profiled_ERR011216-profiled_ERR011200
profiled_ERR011214,profiled_ERR011200,62.5638835080819,profiled_ERR011214-profiled_ERR011200
profiled_ERR011212,profiled_ERR011200,59.3739214889744,profiled_ERR011212-profiled_ERR011200
S127,profiled_ERR011198,58.5063449435297,S127-profiled_ERR011198
S137,profiled_ERR011198,61.0994462428548,S137-profiled_ERR011198
S194,profiled_ERR011198,63.0242669557076,S194-profiled_ERR011198
S227,profiled_ERR011198,62.4772684976681,S227-profiled_ERR011198
S264,profiled_ERR011198,64.7387947007257,S264-profiled_ERR011198
S278,profiled_ERR011198,59.221665650676,S278-profiled_ERR011198
S378,profiled_ERR011198,62.8298064833178,S378-profiled_ERR011198
S436,profiled_ERR011198,63.7952046930781,S436-profiled_ERR011198
profiled_ERR011263,profiled_ERR011198,61.5709085895287,profiled_ERR011263-profiled_ERR011198
profiled_ERR011261,profiled_ERR011198,60.0149355172869,profiled_ERR011261-profiled_ERR011198
profiled_ERR011255,profiled_ERR011198,60.1377791587573,profiled_ERR011255-profiled_ERR011198
profiled_ERR011253,profiled_ERR011198,62.6846612138038,profiled_ERR011253-profiled_ERR011198
profiled_ERR011249,profiled_ERR011198,64.9128683004948,profiled_ERR011249-profiled_ERR011198
profiled_ERR011236,profiled_ERR011198,62.5328002337371,profiled_ERR011236-profiled_ERR011198
profiled_ERR011226,profiled_ERR011198,62.537383761455,profiled_ERR011226-profiled_ERR011198
profiled_ERR011224,profiled_ERR011198,60.5625556191189,profiled_ERR011224-profiled_ERR011198
profiled_ERR011218,profiled_ERR011198,61.3177647268178,profiled_ERR011218-profiled_ERR011198
profiled_ERR011216,profiled_ERR011198,61.2210114533522,profiled_ERR011216-profiled_ERR011198
profiled_ERR011212,profiled_ERR011198,63.5305374735212,profiled_ERR011212-profiled_ERR011198
profiled_ERR011208,profiled_ERR011198,63.8170009899794,profiled_ERR011208-profiled_ERR011198
profiled_ERR011202,profiled_ERR011198,61.8140450891187,profiled_ERR011202-profiled_ERR011198
SID532779,profiled_ERR011194,60.1395805268592,SID532779-profiled_ERR011194
SID532802,profiled_ERR011194,64.07206635666,SID532802-profiled_ERR011194
S118,profiled_ERR011194,60.3882146594441,S118-profiled_ERR011194
S121,profiled_ERR011194,63.2612816861705,S121-profiled_ERR011194
S126,profiled_ERR011194,64.4262813996613,S126-profiled_ERR011194
S127,profiled_ERR011194,61.505379964273,S127-profiled_ERR011194
S194,profiled_ERR011194,64.9491995029997,S194-profiled_ERR011194
S227,profiled_ERR011194,62.8763247877751,S227-profiled_ERR011194
S342,profiled_ERR011194,63.4088314804683,S342-profiled_ERR011194
S617,profiled_ERR011194,64.0529340754374,S617-profiled_ERR011194
S628,profiled_ERR011194,56.3278972578055,S628-profiled_ERR011194
profiled_ERR011265,profiled_ERR011194,64.7895391289666,profiled_ERR011265-profiled_ERR011194
profiled_ERR011263,profiled_ERR011194,62.5294208070176,profiled_ERR011263-profiled_ERR011194
profiled_ERR011261,profiled_ERR011194,59.6776598001432,profiled_ERR011261-profiled_ERR011194
profiled_ERR011259,profiled_ERR011194,62.3053192383607,profiled_ERR011259-profiled_ERR011194
profiled_ERR011251,profiled_ERR011194,60.5415320386709,profiled_ERR011251-profiled_ERR011194
profiled_ERR011249,profiled_ERR011194,63.6571895545834,profiled_ERR011249-profiled_ERR011194
profiled_ERR011236,profiled_ERR011194,62.2253405543333,profiled_ERR011236-profiled_ERR011194
profiled_ERR011230,profiled_ERR011194,64.8287680283535,profiled_ERR011230-profiled_ERR011194
profiled_ERR011228,profiled_ERR011194,64.6203757437513,profiled_ERR011228-profiled_ERR011194
profiled_ERR011226,profiled_ERR011194,62.9625035472409,profiled_ERR011226-profiled_ERR011194
profiled_ERR011216,profiled_ERR011194,64.5360314264006,profiled_ERR011216-profiled_ERR011194
profiled_ERR011214,profiled_ERR011194,62.8562537926935,profiled_ERR011214-profiled_ERR011194
profiled_ERR011198,profiled_ERR011194,64.4435251368643,profiled_ERR011198-profiled_ERR011194
S127,profiled_ERR011190,63.8553777012578,S127-profiled_ERR011190
profiled_ERR011267,profiled_ERR011190,56.8439575377196,profiled_ERR011267-profiled_ERR011190
profiled_ERR011263,profiled_ERR011190,64.930153882431,profiled_ERR011263-profiled_ERR011190
profiled_ERR011255,profiled_ERR011190,59.65059409104,profiled_ERR011255-profiled_ERR011190
profiled_ERR011251,profiled_ERR011190,64.8684283229118,profiled_ERR011251-profiled_ERR011190
profiled_ERR011226,profiled_ERR011190,61.3828272580103,profiled_ERR011226-profiled_ERR011190
profiled_ERR011214,profiled_ERR011190,62.9038322843665,profiled_ERR011214-profiled_ERR011190
profiled_ERR011212,profiled_ERR011190,63.1084492134934,profiled_ERR011212-profiled_ERR011190
profiled_ERR011208,profiled_ERR011190,61.7397168366544,profiled_ERR011208-profiled_ERR011190
profiled_ERR011200,profiled_ERR011190,62.9943783720814,profiled_ERR011200-profiled_ERR011190
profiled_ERR011194,profiled_ERR011190,64.8892145063772,profiled_ERR011194-profiled_ERR011190
SID530055,profiled_ERR011186,64.0846900863248,SID530055-profiled_ERR011186
SID532779,profiled_ERR011186,58.0529332788063,SID532779-profiled_ERR011186
S118,profiled_ERR011186,57.9048515757522,S118-profiled_ERR011186
S121,profiled_ERR011186,59.5652712128557,S121-profiled_ERR011186
S127,profiled_ERR011186,55.7353355151984,S127-profiled_ERR011186
S193,profiled_ERR011186,61.7192900777152,S193-profiled_ERR011186
S194,profiled_ERR011186,64.2264965740142,S194-profiled_ERR011186
S224,profiled_ERR011186,60.9211155736719,S224-profiled_ERR011186
S227,profiled_ERR011186,58.6488360057531,S227-profiled_ERR011186
S264,profiled_ERR011186,62.2420490857204,S264-profiled_ERR011186
S297,profiled_ERR011186,64.2283228443072,S297-profiled_ERR011186
S342,profiled_ERR011186,62.9066775688742,S342-profiled_ERR011186
S436,profiled_ERR011186,63.8305421632087,S436-profiled_ERR011186
S470,profiled_ERR011186,61.0996657180074,S470-profiled_ERR011186
S517,profiled_ERR011186,60.5442193369049,S517-profiled_ERR011186
S53,profiled_ERR011186,64.312220399216,S53-profiled_ERR011186
S584,profiled_ERR011186,59.7554377021835,S584-profiled_ERR011186
S598,profiled_ERR011186,60.3948494281545,S598-profiled_ERR011186
S60,profiled_ERR011186,58.8403908131362,S60-profiled_ERR011186
S617,profiled_ERR011186,59.0752362077327,S617-profiled_ERR011186
S628,profiled_ERR011186,61.4822117819433,S628-profiled_ERR011186
S638,profiled_ERR011186,63.176437924998,S638-profiled_ERR011186
profiled_ERR011267,profiled_ERR011186,63.4317092200511,profiled_ERR011267-profiled_ERR011186
profiled_ERR011265,profiled_ERR011186,57.0697983295561,profiled_ERR011265-profiled_ERR011186
profiled_ERR011263,profiled_ERR011186,57.4227598987894,profiled_ERR011263-profiled_ERR011186
profiled_ERR011261,profiled_ERR011186,60.4573610106949,profiled_ERR011261-profiled_ERR011186
profiled_ERR011259,profiled_ERR011186,62.9620339067097,profiled_ERR011259-profiled_ERR011186
profiled_ERR011255,profiled_ERR011186,64.3024338103883,profiled_ERR011255-profiled_ERR011186
profiled_ERR011253,profiled_ERR011186,55.8798405542618,profiled_ERR011253-profiled_ERR011186
profiled_ERR011251,profiled_ERR011186,61.2283440990791,profiled_ERR011251-profiled_ERR011186
profiled_ERR011249,profiled_ERR011186,61.3974310846132,profiled_ERR011249-profiled_ERR011186
profiled_ERR011245,profiled_ERR011186,63.5796763299715,profiled_ERR011245-profiled_ERR011186
profiled_ERR011239,profiled_ERR011186,60.8108888952377,profiled_ERR011239-profiled_ERR011186
profiled_ERR011236,profiled_ERR011186,53.388767180486,profiled_ERR011236-profiled_ERR011186
profiled_ERR011230,profiled_ERR011186,62.4862788554165,profiled_ERR011230-profiled_ERR011186
profiled_ERR011226,profiled_ERR011186,54.442330715923,profiled_ERR011226-profiled_ERR011186
profiled_ERR011224,profiled_ERR011186,64.6129182070634,profiled_ERR011224-profiled_ERR011186
profiled_ERR011216,profiled_ERR011186,59.1871616382914,profiled_ERR011216-profiled_ERR011186
profiled_ERR011214,profiled_ERR011186,61.4678535681816,profiled_ERR011214-profiled_ERR011186
profiled_ERR011212,profiled_ERR011186,60.0975676040537,profiled_ERR011212-profiled_ERR011186
profiled_ERR011208,profiled_ERR011186,62.7753415270986,profiled_ERR011208-profiled_ERR011186
profiled_ERR011202,profiled_ERR011186,63.4953940418715,profiled_ERR011202-profiled_ERR011186
profiled_ERR011200,profiled_ERR011186,62.8934276671628,profiled_ERR011200-profiled_ERR011186
profiled_ERR011194,profiled_ERR011186,56.153916011522,profiled_ERR011194-profiled_ERR011186
profiled_ERR011190,profiled_ERR011186,63.1599160812027,profiled_ERR011190-profiled_ERR011186
SID532779,profiled_ERR011184,54.7721807655425,SID532779-profiled_ERR011184
S118,profiled_ERR011184,62.0693896588668,S118-profiled_ERR011184
S121,profiled_ERR011184,62.2866799133006,S121-profiled_ERR011184
S127,profiled_ERR011184,56.9900488497812,S127-profiled_ERR011184
S193,profiled_ERR011184,64.5281121136241,S193-profiled_ERR011184
S194,profiled_ERR011184,63.1198209396367,S194-profiled_ERR011184
S224,profiled_ERR011184,61.4721108387217,S224-profiled_ERR011184
S227,profiled_ERR011184,60.279786949028,S227-profiled_ERR011184
S264,profiled_ERR011184,61.7854146333863,S264-profiled_ERR011184
S286,profiled_ERR011184,63.3728240433541,S286-profiled_ERR011184
S53,profiled_ERR011184,62.5555250544829,S53-profiled_ERR011184
S60,profiled_ERR011184,60.8827582978457,S60-profiled_ERR011184
S628,profiled_ERR011184,59.9223612315616,S628-profiled_ERR011184
S638,profiled_ERR011184,64.190709548518,S638-profiled_ERR011184
S77,profiled_ERR011184,62.5511122463727,S77-profiled_ERR011184
profiled_ERR011265,profiled_ERR011184,55.0665420292574,profiled_ERR011265-profiled_ERR011184
profiled_ERR011261,profiled_ERR011184,55.8034177705265,profiled_ERR011261-profiled_ERR011184
profiled_ERR011259,profiled_ERR011184,64.1203222916041,profiled_ERR011259-profiled_ERR011184
profiled_ERR011249,profiled_ERR011184,62.3526314474067,profiled_ERR011249-profiled_ERR011184
profiled_ERR011239,profiled_ERR011184,62.8118126170126,profiled_ERR011239-profiled_ERR011184
profiled_ERR011236,profiled_ERR011184,62.4460564995473,profiled_ERR011236-profiled_ERR011184
profiled_ERR011226,profiled_ERR011184,58.3814539657119,profiled_ERR011226-profiled_ERR011184
profiled_ERR011216,profiled_ERR011184,64.9943258305996,profiled_ERR011216-profiled_ERR011184
profiled_ERR011214,profiled_ERR011184,59.3819571978994,profiled_ERR011214-profiled_ERR011184
profiled_ERR011212,profiled_ERR011184,64.3548892153974,profiled_ERR011212-profiled_ERR011184
profiled_ERR011202,profiled_ERR011184,64.4176019279868,profiled_ERR011202-profiled_ERR011184
profiled_ERR011198,profiled_ERR011184,62.4389837881281,profiled_ERR011198-profiled_ERR011184
profiled_ERR011194,profiled_ERR011184,58.6892581549174,profiled_ERR011194-profiled_ERR011184
profiled_ERR011186,profiled_ERR011184,56.6267833169023,profiled_ERR011186-profiled_ERR011184
SID532779,profiled_ERR011182,58.908355065976,SID532779-profiled_ERR011182
S118,profiled_ERR011182,60.524505340823,S118-profiled_ERR011182
S121,profiled_ERR011182,64.1768352427162,S121-profiled_ERR011182
S127,profiled_ERR011182,59.5857037946061,S127-profiled_ERR011182
S137,profiled_ERR011182,61.2449294152916,S137-profiled_ERR011182
S194,profiled_ERR011182,64.5063819141768,S194-profiled_ERR011182
S224,profiled_ERR011182,61.085646318546,S224-profiled_ERR011182
S227,profiled_ERR011182,62.4316734853638,S227-profiled_ERR011182
S264,profiled_ERR011182,62.2172280973008,S264-profiled_ERR011182
S286,profiled_ERR011182,64.6442658617911,S286-profiled_ERR011182
S342,profiled_ERR011182,63.8623795186612,S342-profiled_ERR011182
S517,profiled_ERR011182,64.6045436011448,S517-profiled_ERR011182
S60,profiled_ERR011182,63.5328789349671,S60-profiled_ERR011182
S617,profiled_ERR011182,63.9928583959086,S617-profiled_ERR011182
S628,profiled_ERR011182,61.4142781346437,S628-profiled_ERR011182
S638,profiled_ERR011182,64.449267986792,S638-profiled_ERR011182
S77,profiled_ERR011182,64.7534618065031,S77-profiled_ERR011182
profiled_ERR011265,profiled_ERR011182,62.1656072847337,profiled_ERR011265-profiled_ERR011182
profiled_ERR011263,profiled_ERR011182,61.6253066253102,profiled_ERR011263-profiled_ERR011182
profiled_ERR011261,profiled_ERR011182,55.8487033505437,profiled_ERR011261-profiled_ERR011182
profiled_ERR011259,profiled_ERR011182,64.6967507788345,profiled_ERR011259-profiled_ERR011182
profiled_ERR011251,profiled_ERR011182,63.357066499056,profiled_ERR011251-profiled_ERR011182
profiled_ERR011249,profiled_ERR011182,60.5356005421044,profiled_ERR011249-profiled_ERR011182
profiled_ERR011239,profiled_ERR011182,58.2306976486084,profiled_ERR011239-profiled_ERR011182
profiled_ERR011236,profiled_ERR011182,64.2946938489531,profiled_ERR011236-profiled_ERR011182
profiled_ERR011230,profiled_ERR011182,64.765104897655,profiled_ERR011230-profiled_ERR011182
profiled_ERR011226,profiled_ERR011182,62.7383088514138,profiled_ERR011226-profiled_ERR011182
profiled_ERR011224,profiled_ERR011182,64.7124904554376,profiled_ERR011224-profiled_ERR011182
profiled_ERR011216,profiled_ERR011182,64.7774546212818,profiled_ERR011216-profiled_ERR011182
profiled_ERR011214,profiled_ERR011182,62.0921176712064,profiled_ERR011214-profiled_ERR011182
profiled_ERR011212,profiled_ERR011182,64.2204882598679,profiled_ERR011212-profiled_ERR011182
profiled_ERR011202,profiled_ERR011182,64.661611696716,profiled_ERR011202-profiled_ERR011182
profiled_ERR011200,profiled_ERR011182,64.4389532494761,profiled_ERR011200-profiled_ERR011182
profiled_ERR011198,profiled_ERR011182,62.7174951158779,profiled_ERR011198-profiled_ERR011182
profiled_ERR011194,profiled_ERR011182,59.503874279624,profiled_ERR011194-profiled_ERR011182
profiled_ERR011186,profiled_ERR011182,59.4250555319999,profiled_ERR011186-profiled_ERR011182
profiled_ERR011184,profiled_ERR011182,40.1170236299329,profiled_ERR011184-profiled_ERR011182
S118,profiled_ERR011178,64.6516272368213,S118-profiled_ERR011178
S121,profiled_ERR011178,62.9920185931691,S121-profiled_ERR011178
S127,profiled_ERR011178,64.4485534879395,S127-profiled_ERR011178
S264,profiled_ERR011178,62.7401529343575,S264-profiled_ERR011178
S60,profiled_ERR011178,64.5881180720049,S60-profiled_ERR011178
profiled_ERR011236,profiled_ERR011178,64.5296490340724,profiled_ERR011236-profiled_ERR011178
profiled_ERR011216,profiled_ERR011178,63.0327092748929,profiled_ERR011216-profiled_ERR011178
profiled_ERR011200,profiled_ERR011178,64.3261125061529,profiled_ERR011200-profiled_ERR011178
profiled_ERR011186,profiled_ERR011178,62.3868726833025,profiled_ERR011186-profiled_ERR011178
SID532779,profiled_ERR011176,61.0754125586002,SID532779-profiled_ERR011176
SID532802,profiled_ERR011176,63.9946549971209,SID532802-profiled_ERR011176
S118,profiled_ERR011176,60.8870624745592,S118-profiled_ERR011176
S127,profiled_ERR011176,61.4734213417177,S127-profiled_ERR011176
S227,profiled_ERR011176,57.0464836821974,S227-profiled_ERR011176
S342,profiled_ERR011176,60.4438589158314,S342-profiled_ERR011176
S436,profiled_ERR011176,63.3132062079445,S436-profiled_ERR011176
S60,profiled_ERR011176,63.6069967051713,S60-profiled_ERR011176
